videoFile,groundTruthWords,predictedWords,Noun,Adverb,Adjective,Verb,Pointers,others,woodward,swadesh
FZCF7kPIyOk_12-1-rgb_front.mp4,['People' 'bound' 'flip' 'going' 'injure' 'nothing' 'securely'],"['ADD' 'ALRIGHT' 'ANGRY' 'ARRIVE' 'ASK' 'BABY' 'BACK' 'BAD' 'BECKON'
 'BEST' 'BETTER' 'BOAT' 'BORN' 'BREAK' 'BUY' 'CULTURE' 'DEPTH' 'DIE'
 'DOOR' 'DREADFUL' 'EXACT' 'EXCITED' 'FAIL' 'FAVOUR' 'FEEL' 'FORWARD'
 'GOOD' 'HAPPY' 'HARD' 'HEAR' 'HELP' 'HOME' 'HOUSE' 'INVOLVE' 'LAST'
 'LIKE' 'LITTLE' 'LOOK' 'MANY' 'MEANING' 'MOTHER' 'NEWCASTLE' 'NEXT'
 'PARENTS' 'PARTNER' 'PERFECT' 'PERHAPS' 'PLAN' 'PRINT' 'RECEIVE' 'RIGHT'
 'ROAD' 'SINCE' 'SLEEP' 'STADIUM' 'START' 'STAY' 'SURPRISE' 'TEA' 'TEN'
 'THURSDAY' 'TICKET' 'TIDY' 'TRAVEL' 'TYPICAL' 'UNIT' 'UPSET' 'WAIT'
 'WALK' 'WANT' 'WRITE']","['People', 'bound', 'flip', 'injure', 'nothing']",['securely'],[],['going'],[],[],[],[]
92V3oH63zbQ_23-1-rgb_front.mp4,"['able' 'depending' 'dragging' 'get' 'going' 'guy' 'hard' 'know' 'like'
 'old' 'sitting' 'swinging' 'throws' 'zone']","['ADD' 'AEROPLANE' 'ANGRY' 'ARRIVE' 'BACK' 'BAD' 'BASE' 'BEDROOM'
 'BEHAVIOUR' 'BEST' 'BETTER' 'BOAT' 'BRING' 'BUY' 'CAMERA' 'CHURCH'
 'CLOTHES' 'DARTS' 'DEAF' 'DEPTH' 'DOOR' 'EXCITED' 'FEEL' 'FIND' 'FISH'
 'FORWARD' 'FRIDAY' 'FRIGHTENED' 'GAME' 'GIRL' 'GO' 'GOOD' 'GOVERNMENT'
 'GRANDMOTHER' 'HARD' 'HEALTHY' 'HEAR' 'HOLIDAY' 'HOUSE' 'INATTENTION'
 'INTERPRETER' 'INVOLVE' 'LATER' 'LIKE' 'LINK' 'LITTLE' 'LOOK' 'MAKE'
 'MANAGE' 'MAYBE' 'MORNING' 'MOVE' 'NEXT' 'PARTNER' 'PAY' 'PERHAPS' 'PUB'
 'READY' 'REDUCE' 'RELATIONSHIP' 'RELAX' 'SCHOOL' 'SCOTLAND' 'SHOULDER'
 'SLEEP' 'SOON' 'START' 'STRESS' 'SUPPORT' 'SURPRISE' 'TIRED' 'TITLE'
 'TRAIN' 'TRAVEL' 'TYPICAL' 'UNIT' 'WAIT' 'WALES' 'WEDNESDAY' 'WONDERFUL'
 'YES']","['guy', 'throws', 'zone']",[],"['able', 'hard', 'old']","['depending', 'dragging', 'get', 'going', 'know', 'sitting', 'swinging']",[],['like'],['old'],"['know', 'sitting']"
-fZc293MpJk_5-1-rgb_front.mp4,"['Therefore' 'adjusts' 'air' 'downhill' 'earlier' 'either' 'flat' 'going'
 'speed' 'talked' 'uphill']","['AGE' 'AREA' 'ASK' 'BAD' 'BEDROOM' 'BORING' 'CHILD' 'COLD' 'COMPUTER'
 'DEAF' 'DEPTH' 'DOOR' 'DRINK' 'DRIVE' 'EAT' 'FRIEND' 'FULL' 'FUTURE'
 'GIRL' 'HEAR' 'LATER' 'LOOK' 'LOVELY' 'PAY' 'POOR' 'PROBLEM' 'PUB'
 'RANKING' 'SCOTLAND' 'SLEEP' 'SPORT' 'STUBBORN' 'TEA' 'TRAIN' 'WAIT'
 'WALK' 'WONDERFUL' 'WORK' 'YES' 'YESTERDAY']","['adjusts', 'air', 'downhill', 'speed', 'uphill']","['Therefore', 'earlier']",['flat'],"['going', 'talked']",['either'],[],[],[]
FZrU_mEryAs_6-2-rgb_front.mp4,['also' 'child' 'could' 'fun' 'help' 'make' 'project'],"['ACT' 'AGREE' 'APPROACH' 'ARRIVE' 'ASK' 'AWARD' 'BAD' 'BUY' 'CAMERA'
 'CHANGE' 'CHEAP' 'DEAF' 'DRIVE' 'DROP' 'EAT' 'EUROPE' 'FAMILY' 'FATHER'
 'FIND' 'FOREIGN' 'FRANCE' 'FRIDAY' 'GAME' 'GOVERNMENT' 'GRANDFATHER'
 'GRANDMOTHER' 'HALF' 'HAPPEN' 'HEAR' 'HEARING' 'HOLIDAY' 'HORRIBLE'
 'HOTEL' 'INATTENTION' 'LITTLE' 'LOOK' 'MAKE' 'MEET' 'MOVE' 'NAME' 'NEAR'
 'NEW' 'NOTHING' 'OLD' 'ONE' 'OPERATE' 'PARENTS' 'PARTNER' 'PARTY'
 'PERFECT' 'POLICE' 'PUB' 'REMEMBER' 'SCOTLAND' 'SEARCH' 'SPORT' 'START'
 'STRESS' 'STUBBORN' 'SUNDAY' 'TALK' 'THING' 'TRAIN' 'TRY' 'WAIT' 'WONDER']","['child', 'fun', 'help', 'project']",['also'],[],['make'],[],['could'],['child'],[]
37ZtKNf6Yd8_1-1-rgb_front.mp4,['four' 'head' 'instrument' 'notice' 'stock' 'stringed'],"['AGE' 'AREA' 'ATTACK' 'BLACK' 'DEAF' 'DISAPPOINT' 'EIGHT' 'ETHNIC'
 'EXCITED' 'FBUOY' 'FEEL' 'FIVE' 'FLOCK' 'FOUR' 'HOLIDAY' 'HOUSE' 'LAST'
 'MORNING' 'MOVE' 'PRIEST' 'READY' 'RELAX' 'SEEM' 'SEVEN' 'SIX'
 'SPECTACLES' 'SURPRISE' 'TALK' 'TEN' 'THANK' 'THREE' 'TICKET' 'UNIT'
 'WAR' 'WORK']","['head', 'instrument', 'notice', 'stock']",[],[],['stringed'],[],['four'],[],['head']
-g45vqccdzI_3-1-rgb_front.mp4,['enough' 'get'],"['ACT' 'ALRIGHT' 'ANGRY' 'BALL' 'BASE' 'BRITAIN' 'CHAIR' 'COMMUNICATE'
 'DAY' 'DEAF' 'DISAPPOINT' 'EASY' 'EMIT' 'EVALUATE' 'FEEL' 'FIND' 'FINISH'
 'FLOCK' 'FORGET' 'FUTURE' 'GOOD' 'GROUP' 'HEALTHY' 'INATTENTION' 'LATE'
 'LEARN' 'LOOK' 'MAKE' 'MANY' 'MARRY' 'MAYBE' 'OLD' 'PARTNER' 'PARTY'
 'PERFECT' 'PLAN' 'PUSH' 'READY' 'RICH' 'SAY' 'SCALES' 'SEVEN' 'SLEEP'
 'START' 'TALK' 'TEACH' 'TEN' 'THEATRE' 'TIRED' 'TWO' 'UPWARD' 'WITHOUT'
 'WORK' 'YEAR']",[],['enough'],[],['get'],[],[],[],[]
FZd8Iv9ACVw_7-8-rgb_front.mp4,['actually' 'already' 'help' 'see' 'studded' 'studs' 'tire'],"['AGREE' 'ANGRY' 'ANYTHING' 'ATTACK' 'AUSTRALIA' 'BACK' 'BAD' 'BETTER'
 'BORROW' 'BOY' 'CHAIR' 'CLOSED' 'COME' 'CRUEL' 'DIE' 'EVALUATE' 'EXCITED'
 'FAIL' 'FINISH' 'FLOCK' 'GAME' 'GIRL' 'GO' 'GOOD' 'GOVERNMENT' 'HARD'
 'HEALTHY' 'HEARING' 'HELP' 'HOTEL' 'INATTENTION' 'KEEP' 'LATER' 'LOOK'
 'MAKE' 'MEAL' 'MEET' 'MENTION' 'MIX' 'MOVE' 'MUST' 'PARTNER' 'PERSON'
 'PLAY' 'RANKING' 'RICH' 'RIGHT' 'SAY' 'SCHOOL' 'SHEET' 'SHOULDER' 'SIGN'
 'STAY' 'STUCK' 'SUE' 'SWIM' 'WAIT' 'WALES' 'WITHDRAW']","['help', 'studs', 'tire']","['actually', 'already']",[],"['see', 'studded']",[],[],[],['see']
FZLxEwsoc1c_0-8-rgb_front.mp4,['Alright' 'combat' 'go' 'going' 'naps' 'next' 'stage' 'thing'],"['ALLOW' 'AROUND' 'BAD' 'BRING' 'DAMAGE' 'DANCE' 'DIFFERENT' 'DIVIDE'
 'DOCTOR' 'DOOR' 'DREADFUL' 'DROP' 'FIRE' 'FRIEND' 'FULL' 'GOOD' 'HALF'
 'HAPPY' 'HELP' 'HIDE' 'HOLIDAY' 'INATTENTION' 'INSERT' 'INVOLVE' 'LATE'
 'LITTLE' 'LOOK' 'MARRY' 'MEANING' 'MISS' 'MOVE' 'MUST' 'NEW' 'NEXT' 'ONE'
 'PERHAPS' 'PRAY' 'PROBLEM' 'RIGHT' 'ROTATE' 'SAFE' 'SIGN' 'SINCE' 'SIT'
 'SPOUSE' 'SUNDAY' 'THING' 'TIME' 'TRAIN' 'TRUE' 'TYPICAL' 'WAIT' 'WALK'
 'YES']","['Alright', 'combat', 'naps', 'stage', 'thing']",[],['next'],"['go', 'going']",[],[],[],[]
-g0iPSnQt6w_1-1-rgb_front.mp4,['1' '2' 'back' 'diving' 'expert' 'pike' 'talking'],"['AGE' 'ALCOHOLIC' 'AMERICA' 'ANYWAY' 'ASK' 'BAD' 'BALL' 'BECKON' 'BOAT'
 'BORING' 'BREATHE' 'CHRISTMAS' 'COMMUNICATE' 'DRINK' 'EASY' 'EVALUATE'
 'EXCITED' 'FEEL' 'FRIGHTENED' 'GIRL' 'GROUP' 'HOUSE' 'LIKE' 'LINK'
 'LITTLE' 'LOOK' 'LOVELY' 'MAN' 'MANY' 'MEANING' 'ONE' 'PEOPLE' 'PLAN'
 'PLAY' 'SATURDAY' 'SAY' 'SELF' 'SPEECH' 'SPOUSE' 'SURPRISE' 'TELEVISION'
 'TEN' 'TENT' 'THANK' 'THINK' 'TOMORROW' 'TOUCH' 'UNIT' 'USE' 'WANT'
 'WEDNESDAY' 'WEEK' 'WONDER' 'WORK']","['expert', 'pike']",['back'],[],"['diving', 'talking']",[],"['1', '2']",[],[]
92V3oH63zbQ_16-1-rgb_front.mp4,['break' 'different' 'going' 'swing' 'things'],"['ACCOMMODATION' 'ARRIVE' 'ASK' 'BABY' 'BAD' 'BALL' 'BEDROOM' 'BORN'
 'BREAK' 'CHANGE' 'CLOTHES' 'CONTROL' 'DIFFERENT' 'DRINK' 'DRIVE' 'FAMILY'
 'FEEL' 'FINISH' 'FRIDAY' 'FRIEND' 'GAME' 'GO' 'GOOD' 'GOVERNMENT' 'HARD'
 'HEAR' 'HOLIDAY' 'HOME' 'HOUSE' 'INATTENTION' 'LOOK' 'MAKE' 'MERGE'
 'MUST' 'NORMAL' 'OLYMPIC' 'PERHAPS' 'PICTURE' 'PLAN' 'PLUS' 'PREGNANT'
 'PRISON' 'RELATIONSHIP' 'RELAX' 'RUN' 'SATURDAY' 'SIGN' 'SLEEP' 'STRESS'
 'STRONG' 'STUBBORN' 'STUCK' 'TALK' 'TEACH' 'TELEVISION' 'TICKET' 'TRY'
 'UNIT' 'UNIVERSITY' 'VEHICLE' 'WAIT' 'WANT' 'WAR']","['break', 'things']",[],['different'],"['going', 'swing']",[],[],[],[]
-g0iPSnQt6w_11-1-rgb_front.mp4,['arms' 'come' 'going' 'legs' 'take' 'underneath'],"['AUDIENCE' 'BEACH' 'BIG' 'BOAT' 'BOSS' 'BUILD' 'CALLISTHENICS' 'CARAVAN'
 'DEPTH' 'DIFFERENT' 'EXCITED' 'FINISH' 'FLOCK' 'GESTURE' 'HEALTHY'
 'HOLIDAY' 'HOTEL' 'ILL' 'KICK' 'LOOK' 'MANAGE' 'MEAL' 'OPEN' 'PICTURE'
 'RAIN' 'RICH' 'SEARCH' 'SEPARATE' 'SIT' 'THING' 'TICKET' 'UNIT' 'UPWARD'
 'WITHDRAW' 'WOMAN']","['arms', 'legs', 'underneath']",[],[],"['come', 'going', 'take']",[],[],[],['come']
3ddzkmFPEBU_4-1-rgb_front.mp4,['either' 'guitar' 'nylon' 'softer' 'style' 'use'],"['ALRIGHT' 'ANYTHING' 'ARMY' 'BAD' 'BASE' 'BEHAVIOUR' 'DIFFERENT'
 'DISAPPEAR' 'EIGHT' 'ENGLAND' 'EVERYTHING' 'EXCITED' 'FAIL' 'FBUOY'
 'FEEL' 'FINISH' 'GAME' 'GOOD' 'GOVERNMENT' 'INATTENTION' 'INTERPRETER'
 'LITTLE' 'LOOK' 'LOVE' 'MAKE' 'MANY' 'MAYBE' 'MEANING' 'MONEY' 'MONTH'
 'MOTHER' 'MUST' 'NEXT' 'NINE' 'PARTNER' 'PERHAPS' 'PICTURE' 'PLUS'
 'PREGNANT' 'READY' 'RIGHT' 'SCHOOL' 'SEVEN' 'SIX' 'SLEEP' 'START'
 'STRESS' 'SUPPORT' 'TEN' 'TEXTURE' 'TIRED' 'TRY' 'TYPICAL' 'UNIVERSITY'
 'VISIT' 'WANT' 'WEEK' 'WELL' 'WONDERFUL' 'WORK' 'YES']","['guitar', 'nylon', 'softer', 'style', 'use']",[],[],[],['either'],[],[],[]
FZCEymcpq7I_10-1-rgb_front.mp4,['draw' 'fade' 'going' 'try'],"['ALRIGHT' 'ANGRY' 'ASK' 'BAD' 'BEST' 'EXCITED' 'FAIL' 'FEEL' 'FINISH'
 'GIRL' 'GOOD' 'LATER' 'LEG' 'LITTLE' 'LOOK' 'MAYBE' 'NEXT' 'NOTHING'
 'PERHAPS' 'PREGNANT' 'RICH' 'RIGHT' 'SPEECH' 'START' 'SURPRISE'
 'SYMPATHY' 'TIRED' 'TYPICAL' 'WELL' 'YES']","['draw', 'fade', 'try']",[],[],['going'],[],[],[],[]
-fZc293MpJk_3-1-rgb_front.mp4,"['angle' 'attack' 'cause' 'decrease' 'increase' 'lowering' 'moving'
 'particular' 'pressure' 'raising' 'stick' 'wing']","['ASK' 'BACK' 'BLUE' 'BRITAIN' 'DRINK' 'ENGLAND' 'ESCAPE' 'FRIDAY'
 'FRIEND' 'GO' 'GRANDMOTHER' 'HEAR' 'HOME' 'LAST' 'LOOK' 'MOVE' 'NOTHING'
 'PROBLEM' 'SIT' 'SLEEP' 'SPOUSE' 'STAND' 'START' 'TEA' 'TEASE' 'TIME'
 'TRUE' 'WAIT' 'WALK' 'WORK' 'YEAR' 'YES']","['angle', 'attack', 'cause', 'decrease', 'increase', 'pressure', 'stick']",[],['particular'],"['lowering', 'moving', 'raising', 'wing']",[],[],[],[]
FZCF7kPIyOk_14-1-rgb_front.mp4,['Also' 'good' 'see' 'visual' 'yeah'],"['ADD' 'AGE' 'ARRIVE' 'BALL' 'BORING' 'CAMERA' 'CHRISTMAS' 'COMFORTABLE'
 'COMMUNICATE' 'DISAPPOINT' 'ENOUGH' 'ETHNIC' 'EXCITED' 'FBUOY' 'FEEL'
 'FINISH' 'FIVE' 'FLOCK' 'FOUR' 'GOOD' 'GROUP' 'HOUSE' 'INTERPRETER'
 'LOOK' 'LOVELY' 'MORNING' 'MOTHER' 'NEXT' 'OLD' 'ORAL' 'PERFECT'
 'PERHAPS' 'PLAN' 'PLENTY' 'QUIET' 'RELAX' 'SCHOOL' 'SEARCH' 'SIGN'
 'SLEEP' 'STAND' 'START' 'STAY' 'STILL' 'TALK' 'TEACH' 'TELEVISION'
 'THANK' 'THREE' 'THURSDAY' 'TICKET' 'TIDY' 'TITLE' 'TRAVEL' 'TWO' 'UNIT'
 'USE' 'VIEW' 'VISIT' 'WALK' 'YES']",['yeah'],['Also'],"['good', 'visual']",['see'],[],[],['good'],"['good', 'see']"
FZLxEwsoc1c_1-8-rgb_front.mp4,"['basically' 'generally' 'hear' 'hitting' 'kicking' 'nap' 'punching'
 'someone' 'sound']","['ALRIGHT' 'ANYTHING' 'ARRIVE' 'BACK' 'BAD' 'BECKON' 'BLIND' 'CHANGE'
 'CLOSED' 'DAMN' 'DANCE' 'DAY' 'DEAF' 'DIVIDE' 'EASY' 'ENCOURAGE'
 'EXPLAIN' 'FANTASTIC' 'FINISH' 'FULL' 'GAME' 'GIRL' 'GIVE' 'GOOD'
 'GRANDMOTHER' 'GROW' 'HALF' 'HAPPEN' 'HARD' 'HEARING' 'INATTENTION'
 'INVOLVE' 'LAST' 'LITTLE' 'LOOK' 'MAKE' 'MAYBE' 'MOVE' 'MUST' 'NEVER'
 'NEW' 'NEXT' 'PERHAPS' 'PLAY' 'QUICK' 'REGULAR' 'RIGHT' 'SAFE' 'SAY'
 'SCALES' 'SCHOOL' 'SCOTLAND' 'SIGN' 'SINCE' 'SPORT' 'START' 'THINK'
 'TRAIN' 'TRAIN3b' 'TRUE' 'TYPICAL' 'WANT' 'WIN' 'WRITE' 'YES' 'YESTERDAY']","['hear', 'nap', 'someone', 'sound']","['basically', 'generally']",[],"['hitting', 'kicking', 'punching']",[],[],[],['hear']
FZCF7kPIyOk_2-1-rgb_front.mp4,['bound' 'example' 'nicely' 'script'],"['AGE' 'BIG' 'BORING' 'BUILD' 'DANCE' 'DEAF' 'DIRTY' 'DISAPPEAR' 'DRIVE'
 'EASY' 'EMPTY' 'EXCITED' 'FIVE' 'FLOCK' 'FOUR' 'FREE' 'HAPPEN' 'HOLIDAY'
 'HOT' 'INFORMATION' 'LOOK' 'MEAL' 'MENTION' 'MOTHER' 'MUST' 'NEVER'
 'NORMAL' 'OLD' 'PLAN' 'PLEASE' 'POUND' 'PRACTISE' 'RELAX' 'SATURDAY'
 'SAY' 'SCHOOL' 'SEEM' 'SIGN' 'SURPRISE' 'TALK' 'TEACH' 'TELEVISION'
 'THANK' 'THINK' 'TIDY' 'TOMORROW' 'UNIT' 'USE' 'YEAR']","['bound', 'example', 'script']",['nicely'],[],[],[],[],[],[]
-g0iPSnQt6w_0-1-rgb_front.mp4,['Bobby' 'Buenos' 'Dias' 'Larew' 'Spanish' 'know' 'n' 'spoke'],"['AGE' 'ANGRY' 'ANYTHING' 'ASK' 'BAD' 'BECKON' 'BORING' 'CHANGE' 'DRINK'
 'ENOUGH' 'ETHNIC' 'EXCITED' 'FBUOY' 'FEEL' 'FINISH' 'FORGET' 'GIRL' 'GO'
 'GOOD' 'HOLIDAY' 'HOPE' 'HORRIBLE' 'INTERPRETER' 'LITTLE' 'LOOK' 'MAYBE'
 'MIND' 'MORNING' 'MUM' 'NOTHING' 'PARTNER' 'PERFECT' 'PERHAPS' 'PLAY'
 'READY' 'RIGHT' 'SCHOOL' 'SEEM' 'SIT' 'SLEEP' 'SPEECH' 'TIME' 'TOUCH'
 'TYPICAL' 'WAIT' 'WALES' 'WALK' 'WONDERFUL' 'YES']","['Bobby', 'Buenos', 'Dias', 'Larew', 'n', 'spoke']",[],['Spanish'],['know'],[],[],[],['know']
8kAWy2YodzQ_19-1-rgb_front.mp4,['tune' 'ukulele'],"['AEROPLANE' 'ARRIVE' 'ASK' 'AWARD' 'BAD' 'CHANGE' 'CLUB' 'COLD' 'CONTROL'
 'CREATE' 'DRIVE' 'FINISH' 'HORRIBLE' 'INATTENTION' 'LAST' 'LATER'
 'LITTLE' 'LOOK' 'NEWSPAPER' 'NOTHING' 'PARTNER' 'PERFECT' 'PERHAPS' 'RUN'
 'SPORT' 'STUBBORN' 'SUE' 'SYMPATHY' 'TOUCH' 'TYPICAL' 'WAIT' 'WALES'
 'WALK' 'WEEKEND' 'YES']","['tune', 'ukulele']",[],[],[],[],[],[],[]
92V3oH63zbQ_4-1-rgb_front.mp4,['baseball' 'going' 'hands' 'inside' 'keeping' 'talk'],"['ASK' 'BALL' 'BROTHER' 'CHRISTMAS' 'DAY' 'DIFFERENT' 'DOCTOR' 'ENGLAND'
 'EVALUATE' 'EXPLAIN' 'FEEL' 'FINGERSPELL' 'FRIEND' 'GOOD' 'HARD'
 'INATTENTION' 'INFORMATION' 'MAKE' 'MANY' 'MENTION' 'MORNING' 'NEAR'
 'NEXT' 'NIGHT' 'NORMAL' 'PARTNER' 'PERHAPS' 'PLAN' 'PLUS' 'PROBLEM'
 'RESPECT' 'SEVEN' 'SHOW' 'SINCE' 'SPEECH' 'SPOUSE' 'STRESS' 'TALK'
 'TELEVISION' 'TEN' 'THANK' 'THEATRE' 'TIME' 'TOUCH' 'WEEK' 'WORK' 'WORTH'
 'YES']","['baseball', 'hands', 'talk']",[],[],"['going', 'keeping']",[],['inside'],[],['hands']
-g0sqksgyc4_5-2-rgb_front.mp4,"['Like' 'covered' 'earlier' 'everything' 'going' 'half' 'increments'
 'step' 'try']","['AREA' 'ARRIVE' 'BACK' 'BAD' 'BEST' 'CHAIR' 'CHANGE' 'CHILD' 'COMPUTER'
 'DOCTOR' 'ENOUGH' 'FULL' 'HARD' 'HORRIBLE' 'INVOLVE' 'LAST' 'LOW' 'MARRY'
 'MAYBE' 'MORNING' 'MOTHER' 'NEXT' 'NOTHING' 'OPERATE' 'PARTNER' 'PAST'
 'PERHAPS' 'PERSON' 'PLAN' 'PLENTY' 'POLICE' 'PRACTISE' 'RELAX' 'SATURDAY'
 'SCOTLAND' 'SINCE' 'SLOW' 'SPOUSE' 'START' 'TELEVISION' 'TIME' 'TOUCH'
 'WAIT' 'WANT' 'WEEKEND' 'YES' 'YOUNG']","['everything', 'half', 'increments', 'step', 'try']",['earlier'],[],"['covered', 'going']",[],['Like'],[],[]
-g0iPSnQt6w_7-1-rgb_front.mp4,['around' 'make' 'spin' 'sure' 'way'],"['ALRIGHT' 'BEST' 'BETTER' 'BOY' 'BROTHER' 'CATCH' 'CHANGE' 'CHURCH'
 'CLUB' 'COMMUNITY' 'CRUEL' 'DAY' 'DISAPPOINT' 'EASY' 'ENGLAND' 'EXCITED'
 'FAIL' 'FEEL' 'FINISH' 'FIVE' 'FOUR' 'GAME' 'GIRL' 'GO' 'GOOD'
 'GOVERNMENT' 'HARD' 'HEALTHY' 'HEARING' 'INATTENTION' 'INFORMATION'
 'LAST' 'LATE' 'LOOK' 'MAKE' 'MAN' 'MAYBE' 'MEAL' 'MORNING' 'NEVER' 'NEXT'
 'NICE' 'NUMBER' 'PARTNER' 'PARTY' 'PEOPLE' 'PREFER' 'PRIEST' 'RICH' 'RUN'
 'SATURDAY' 'SAY' 'SHOULDER' 'SINCE' 'SLEEP' 'SPORT' 'STRESS' 'STRONG'
 'TEACH' 'THINK' 'THREE' 'TOUCH' 'TRUE' 'TWO' 'UNIT' 'WANT' 'WEEK'
 'WEEKEND' 'WELL' 'WORK' 'YEAR']","['spin', 'sure', 'way']",[],[],['make'],[],['around'],[],[]
FZLxEwsoc1c_6-8-rgb_front.mp4,['acting' 'follow' 'still'],"['ACT' 'ALWAYS' 'ANGRY' 'ARRIVE' 'AVOID' 'AWARD' 'BAD' 'BEST' 'BETTER'
 'BORING' 'CHECK' 'CHILD' 'CONTINUE' 'CULTURE' 'DIE' 'DIFFERENT'
 'DREADFUL' 'ENOUGH' 'EXCITED' 'FAIL' 'FAVOUR' 'FEEL' 'HARD' 'HEALTHY'
 'HORRIBLE' 'HOT' 'ILL' 'LAUGH' 'LIKE' 'LIVE' 'MONEY' 'MORNING' 'MOTHER'
 'PAY' 'PLENTY' 'RIGHT' 'RUN' 'SCHOOL' 'SCOTLAND' 'SELL' 'SPORT' 'START'
 'STAY' 'STRONG' 'STUBBORN' 'SURPRISE' 'TEACH' 'USE' 'WAIT' 'WRITE' 'YES']",[],['still'],[],"['acting', 'follow']",[],[],[],[]
FZd8Iv9ACVw_1-8-rgb_front.mp4,['difference' 'going' 'season' 'snow' 'talk' 'tires' 'today'],"['ALRIGHT' 'AWARD' 'BACK' 'BAD' 'BEST' 'CALLISTHENICS' 'CHANGE' 'CLOSED'
 'COMFORTABLE' 'DAY' 'DIFFERENT' 'DRIVE' 'ENGLAND' 'EXPAND' 'FINISH'
 'FLOCK' 'GOOD' 'HAPPEN' 'HARD' 'IMPOSSIBLE' 'INATTENTION' 'INTERPRETER'
 'LATER' 'MEET' 'MOVE' 'NEXT' 'NOTHING' 'PARTY' 'PERFECT' 'PERHAPS'
 'PICTURE' 'PLUS' 'QUICK' 'REDUCE' 'RIGHT' 'SCALES' 'SCOTLAND' 'SHEET'
 'SHOULDNT' 'SIGN' 'START' 'TALK' 'TYPICAL' 'UNIT' 'WELL' 'YES']","['difference', 'season', 'snow', 'talk', 'tires', 'today']",[],[],['going'],[],[],['snow'],[]
-g0iPSnQt6w_8-1-rgb_front.mp4,['Let' 'good' 'pike' 'position' 'show'],"['AMERICA' 'BAD' 'BALL' 'BORING' 'CAMERA' 'CHRISTMAS' 'DISAPPEAR' 'DRIVE'
 'GIRL' 'GROUP' 'HORRIBLE' 'HOT' 'LITTLE' 'LOOK' 'MAYBE' 'MEANING'
 'PERHAPS' 'PLAN' 'PLEASE' 'PLENTY' 'REDUCE' 'SATURDAY' 'SAY' 'SCHOOL'
 'SPECTACLES' 'SPEECH' 'THANK' 'TICKET' 'TRAVEL' 'TYPICAL' 'UNIT' 'USE'
 'VIEW' 'VISIT' 'WEEK']","['pike', 'position', 'show']",[],['good'],['Let'],[],[],['good'],['good']
FZCEymcpq7I_8-1-rgb_front.mp4,['get' 'lined' 'target' 'want'],"['ACT' 'ARMY' 'ASK' 'BAD' 'BOOKED' 'COMMUNICATE' 'FINISH' 'FRIDAY' 'GOOD'
 'HAPPEN' 'HAPPY' 'HEAR' 'HOME' 'KEEP' 'LEG' 'LITTLE' 'LOOK' 'MANY'
 'MAYBE' 'MEANING' 'MINUTE' 'MUST' 'NOTHING' 'OLYMPIC' 'PERFECT' 'PERHAPS'
 'PLAN' 'QUEUE' 'QUIET' 'READY' 'RIGHT' 'SAD' 'STAND' 'SURPRISE' 'TALK'
 'TEACH' 'TELEVISION' 'TEN' 'THURSDAY' 'TICKET' 'TIRED' 'TOILET' 'TOUCH'
 'TYPICAL' 'WALK' 'YES' 'YOUNG']","['target', 'want']",[],[],"['get', 'lined']",[],[],[],[]
8kAWy2YodzQ_14-1-rgb_front.mp4,['good' 'pretty'],"['BAD' 'BECKON' 'EIGHT' 'EXCITED' 'EXTRACT' 'FBUOY' 'GOOD' 'LEG' 'LITTLE'
 'LOOK' 'RIGHT' 'SCHOOL' 'SEVEN' 'SPEECH' 'TYPICAL' 'WAIT' 'WALES' 'YES']",[],['pretty'],['good'],[],[],[],['good'],['good']
